Number,Gender,Age,Income
70249,Male,41,87193
70250,Female,41,80895
70251,Male,44,84609
70252,Female,41,88209
70253,Female,52,82585
70254,Female,27,93122
70255,Female,43,92255
70256,Male,45,106193
70257,Female,28,80157
70258,Female,37,79631
70259,Female,48,86145
70260,Male,59,94173
70261,Female,28,90782
70262,Male,56,86634
70263,Male,38,112042
70264,Male,63,94710
70265,Female,33,87698
70266,Female,56,88172
70267,Female,38,93468
70268,Female,35,77740
70269,Male,29,98189
70270,Male,49,109851
70271,Female,25,81230
70272,Male,28,95590
70273,Male,38,89566
70274,Female,25,85347
70275,Male,49,102138
70276,Male,25,85117
70277,Male,53,112174
70278,Male,26,111266
70279,Female,59,99381
70280,Female,29,93893
70281,Female,37,87955
70282,Male,30,90170
70283,Male,59,88024
70284,Male,32,97224
70285,Female,52,84467
70286,Female,32,79700
70287,Female,46,98200
70288,Male,39,102753
70289,Male,44,108763
70290,Male,33,122012
70291,Female,55,83486
70292,Male,40,100452
70293,Male,32,111405
70294,Female,58,93680
70295,Female,45,90286
70296,Male,54,104523
70297,Female,52,73590
70298,Male,34,95647
70299,Female,27,81108
70300,Female,31,91336
70301,Male,30,86692
70302,Female,43,91080
70303,Female,57,96910
70304,Male,63,99277
70305,Female,46,94461
70306,Female,28,93443
70307,Male,56,97312
70308,Male,29,101762
70309,Female,39,100134
70310,Male,40,87816
70311,Male,43,74414
70312,Female,60,79470
70313,Male,35,104602
70314,Male,44,122666
70315,Female,36,94419
70316,Female,64,76477
70317,Male,58,98850
70318,Male,48,101144
70319,Male,45,110602
70320,Male,36,95749
70321,Male,38,101925
70322,Female,55,85034
70323,Male,63,87647
70324,Female,56,78030
70325,Female,61,92340
70326,Female,53,100079
70327,Female,27,79825
70328,Female,28,88947
70329,Female,28,107896
70330,Male,53,85375
70331,Male,42,93681
70332,Female,44,89381
70333,Male,46,92058
70334,Male,55,94319
70335,Female,62,73631
70336,Female,34,90440
70337,Male,37,96289
70338,Male,49,83982
70339,Male,33,86593
70340,Male,29,107827
70341,Male,46,89295
70342,Female,33,78771
70343,Female,50,88395
70344,Female,27,94872
70345,Female,36,99952
70346,Male,32,75649
70347,Male,40,94077
70348,Male,56,108613
70349,Female,27,87736
70350,Female,63,86918
70351,Male,64,82344
70352,Male,40,125817
70353,Female,37,89012
70354,Male,33,92568
70355,Male,44,94158
70356,Male,30,113643
70357,Male,26,103280
70358,Female,26,80222
70359,Female,45,86382
70360,Female,29,92912
70361,Female,35,82579
70362,Male,26,92764
70363,Female,50,91468
70364,Female,56,94930
70365,Female,26,98666
70366,Male,32,94892
70367,Male,41,97082
70368,Female,41,83105
70369,Female,28,99636
70370,Male,57,84205
70371,Male,28,112311
70372,Female,40,87622
70373,Female,26,84284
70374,Male,47,109580
70375,Female,52,95035
70376,Female,41,79750
70377,Male,29,90935
70378,Female,34,106807
70379,Male,48,94946
70380,Male,33,88641
70381,Male,44,96252
70382,Male,36,86288
70383,Male,38,120027
70384,Male,34,95282
70385,Male,49,96146
70386,Male,42,107424
70387,Male,32,93516
70388,Female,39,82188
70389,Male,51,104654
70390,Male,29,107811
70391,Male,39,94711
70392,Male,56,108867
70393,Male,33,98940
70394,Male,54,101652
70395,Male,48,92633
70396,Male,59,101233
70397,Male,28,97433
70398,Male,31,90616
70399,Male,38,100067
70400,Female,26,74374
70401,Male,40,95229
70402,Female,54,86548
70403,Female,33,78170
70404,Female,27,95801
70405,Female,55,71414
70406,Female,56,90618
70407,Male,64,99120
70408,Female,41,82890
70409,Male,53,91673
70410,Female,35,81811
70411,Male,40,93909
70412,Male,38,84739
70413,Female,28,76456
70414,Female,45,88889
70415,Male,49,119827
70416,Female,31,74526
70417,Male,55,89090
70418,Male,28,95036
70419,Male,38,106596
70420,Male,39,108955
70421,Female,36,82541
70422,Female,36,76873
70423,Male,34,88658
70424,Male,26,89184
70425,Female,65,94881
70426,Male,47,94659
70427,Male,46,98180
70428,Male,38,94757
70429,Female,38,90034
70430,Female,31,106380
70431,Male,44,95016
70432,Male,29,97549
70433,Female,46,86068
70434,Male,55,91145
70435,Female,41,92913
70436,Female,49,84660
70437,Female,53,85960
70438,Female,46,82626
70439,Male,37,112010
70440,Female,27,79663
70441,Male,37,85818
70442,Male,41,107524
70443,Male,36,113279
70444,Male,27,103765
70445,Male,55,100448
70446,Female,53,89591
70447,Female,50,95890
70448,Male,40,79544
70449,Female,54,91258
70450,Male,33,95277
70451,Male,34,111535
70452,Male,54,96904
70453,Female,34,87190
70454,Male,43,113052
70455,Male,65,113917
70456,Male,45,121164
70457,Female,53,90188
70458,Male,43,99500
70459,Male,48,94933
70460,Female,60,93313
70461,Female,47,81188
70462,Male,40,95381
70463,Female,50,92844
70464,Male,60,104818
70465,Female,41,92375
70466,Male,42,100708
70467,Male,53,102907
70468,Female,41,91144
70469,Female,44,101411
70470,Male,25,101820
70471,Male,27,106056
70472,Male,29,102632
70473,Male,34,92280
70474,Male,49,95469
70475,Female,45,74405
70476,Male,43,86998
70477,Male,57,105632
70478,Female,45,95763
70479,Female,46,89249
70480,Male,27,92899
70481,Male,60,108030
70482,Female,30,106045
70483,Female,39,106454
70484,Male,53,105527
70485,Male,54,102955
70486,Male,32,100524
70487,Male,59,112812
70488,Male,46,112800
70489,Female,35,83942
70490,Male,48,103742
70491,Male,61,98522
70492,Female,62,58781
70493,Male,34,109113
70494,Male,46,120959
70495,Female,63,81818
70496,Male,31,98262
70497,Female,38,95458
70498,Male,40,81505
70499,Female,57,95665
70500,Male,65,102410
70501,Male,38,99649
70502,Female,55,77369
70503,Male,36,118152
70504,Female,39,98738
70505,Female,60,97657
70506,Female,61,78364
70507,Female,64,79983
70508,Female,55,101393
70509,Male,52,95628
70510,Male,26,104372
70511,Male,55,115002
70512,Male,28,97338
70513,Female,32,103085
70514,Female,32,82406
70515,Male,42,113575
70516,Male,43,102096
70517,Female,42,104032
70518,Male,47,100037
70519,Male,26,93765
70520,Male,37,102590
70521,Female,33,91700
70522,Male,51,101476
70523,Male,53,92792
70524,Female,61,76746
70525,Male,60,90795
70526,Male,52,95645
70527,Male,47,117179
70528,Female,62,77172
70529,Female,52,71391
70530,Female,41,76253
70531,Male,50,109507
70532,Male,44,109214
70533,Female,44,101410
70534,Male,54,112146
70535,Female,49,90993
70536,Female,56,92620
70537,Male,47,109966
70538,Female,40,66734
70539,Female,38,82084
70540,Male,51,88196
70541,Female,36,106063
70542,Male,56,91180
70543,Male,30,89935
70544,Female,49,85863
70545,Male,58,103926
70546,Female,62,76906
70547,Female,35,86155
70548,Male,31,102985
70549,Female,25,96059
70550,Female,63,87034
70551,Female,47,85901
70552,Male,38,95667
70553,Female,42,77658
70554,Male,57,87264
70555,Male,43,106947
70556,Female,28,78533
70557,Female,33,89078
70558,Female,34,79996
70559,Male,53,116229
70560,Male,41,104402
70561,Male,45,94190
70562,Male,50,96519
70563,Male,33,99941
70564,Female,50,88718
70565,Male,61,97885
70566,Male,36,116097
70567,Male,35,105240
70568,Male,61,89060
70569,Male,54,96369
70570,Female,63,86135
70571,Female,29,99016
70572,Female,48,88730
70573,Female,45,87427
70574,Male,59,84495
70575,Female,49,85919
70576,Male,27,113233
70577,Male,47,92009
70578,Male,59,98525
70579,Male,54,104149
70580,Female,28,89045
70581,Male,32,100500
70582,Female,60,74871
70583,Male,25,95354
70584,Male,40,108998
70585,Male,52,111963
70586,Male,57,85191
70587,Male,41,104735
70588,Female,56,88173
70589,Female,27,100300
70590,Female,46,99623
70591,Male,64,107464
70592,Female,28,85168
70593,Female,61,95858
70594,Male,29,105563
70595,Female,35,81340
70596,Male,57,99887
70597,Male,41,96757
70598,Male,45,97760
70599,Female,36,101419
70600,Male,41,84549
70601,Female,55,102016
70602,Male,44,93707
70603,Male,49,118382
70604,Male,51,110335
70605,Male,44,116679
70606,Male,56,88753
70607,Female,36,83207
70608,Female,41,84671
70609,Female,53,108944
70610,Male,49,99215
70611,Male,43,86235
70612,Male,41,103676
70613,Male,39,103260
70614,Female,52,83863
70615,Male,55,88947
70616,Male,39,74672
70617,Female,26,93892
70618,Male,25,99344
70619,Male,50,100541
70620,Male,64,95501
70621,Male,58,111126
70622,Male,27,88799
70623,Male,50,96970
70624,Male,65,105920
70625,Female,51,95604
70626,Male,39,101846
70627,Male,43,111699
70628,Male,60,104425
70629,Male,31,110863
70630,Female,31,76883
70631,Female,55,99127
70632,Male,31,82238
70633,Male,35,100969
70634,Female,64,83853
70635,Male,52,105887
70636,Male,33,116615
70637,Female,49,90916
70638,Female,55,89772
70639,Male,62,105307
70640,Male,32,88885
70641,Female,57,95008
70642,Female,51,97875
70643,Female,55,107881
70644,Male,44,95119
70645,Male,45,104377
70646,Female,28,84898
70647,Female,46,90201
70648,Female,63,80976
70649,Male,34,101862
70650,Male,41,91491
70651,Male,37,109213
70652,Male,30,120348
70653,Male,38,96772
70654,Female,29,89790
70655,Male,58,103368
70656,Female,62,93443
70657,Male,38,92300
70658,Male,43,96305
70659,Male,43,107458
70660,Female,33,98826
70661,Female,43,77569
70662,Male,25,99723
70663,Male,33,92232
70664,Male,29,102103
70665,Male,62,122290
70666,Male,30,102800
70667,Female,49,103406
70668,Male,39,110423
70669,Male,64,87447
70670,Male,44,108850
70671,Female,57,82433
70672,Female,34,97649
70673,Female,51,85635
70674,Male,52,99846
70675,Male,49,102339
70676,Male,28,82042
70677,Male,46,88167
70678,Male,52,98252
70679,Male,44,82552
70680,Male,42,97158
70681,Male,61,122443
70682,Female,44,94630
70683,Male,62,107787
70684,Female,52,100354
70685,Female,46,86810
70686,Male,39,95347
70687,Male,35,87001
70688,Male,58,118601
70689,Female,58,110369
70690,Male,47,103408
70691,Female,60,101787
70692,Female,38,97705
70693,Male,54,107264
70694,Male,50,96492
70695,Female,57,91248
70696,Female,59,79857
70697,Female,59,95923
70698,Male,64,94493
70699,Male,57,93225
70700,Male,45,108476
70701,Female,27,79043
70702,Male,40,116318
70703,Female,29,107932
70704,Female,61,76823
70705,Female,27,94486
70706,Female,27,93003
70707,Male,30,108081
70708,Female,47,94183
70709,Female,34,85219
70710,Male,60,90795
70711,Female,61,98483
70712,Female,61,87869
70713,Female,58,94952
70714,Female,45,80584
70715,Female,51,79931
70716,Female,58,101209
70717,Male,65,93977
70718,Female,52,95511
70719,Male,35,93789
70720,Female,40,99247
70721,Female,40,98865
70722,Male,30,119910
70723,Male,31,106958
70724,Female,47,94340
70725,Female,50,80161
70726,Female,27,90996
70727,Male,52,110894
70728,Female,40,88576
70729,Male,34,95399
70730,Male,61,97786
70731,Male,54,84533
70732,Male,45,92328
70733,Male,50,102108
70734,Male,63,107958
70735,Female,53,92292
70736,Male,58,98065
70737,Female,27,94447
70738,Male,53,91267
70739,Female,63,87949
70740,Male,30,102299
70741,Male,44,97975
70742,Male,30,108163
70743,Female,58,97317
70744,Male,38,94768
70745,Female,57,96430
70746,Female,44,87991
70747,Male,35,113639
70748,Female,65,106362
70749,Male,41,102265
70750,Male,37,99942
70751,Male,33,96112
70752,Male,44,90239
70753,Male,59,103973
70754,Male,63,108260
70755,Female,31,90441
70756,Male,59,117586
70757,Male,45,99546
70758,Female,25,98725
70759,Male,42,89356
70760,Male,29,97997
70761,Female,64,81214
70762,Male,61,108608
70763,Female,28,102330
70764,Female,29,87013
70765,Female,51,84276
70766,Female,38,73453
70767,Female,30,100740
70768,Male,40,89605
70769,Male,55,98442
70770,Female,52,95612
70771,Female,55,88788
70772,Male,33,96955
70773,Female,30,94642
70774,Male,37,111767
70775,Female,52,90904
70776,Female,44,92832
70777,Male,56,97452
70778,Male,35,114285
70779,Female,49,79737
70780,Male,63,108558
70781,Female,29,87809
70782,Female,55,99729
70783,Male,34,97053
70784,Male,26,102126
70785,Male,51,94219
70786,Male,31,89940
70787,Male,62,103504
70788,Male,52,93338
70789,Male,58,90354
70790,Male,64,102720
70791,Male,41,94452
70792,Female,39,96320
70793,Male,32,95157
70794,Male,45,109177
70795,Male,35,102625
70796,Female,56,83026
70797,Male,64,86505
70798,Female,27,72101
70799,Male,29,95631
70800,Female,30,115051
70801,Male,57,92508
70802,Male,51,117096
70803,Male,52,105299
70804,Female,37,83322
70805,Female,30,80735
70806,Female,55,87597
70807,Female,45,87740
70808,Male,58,96579
70809,Male,62,95772
70810,Male,54,96277
70811,Male,43,87490
70812,Female,28,94342
70813,Male,64,99121
70814,Male,61,91033
70815,Female,33,111291
70816,Female,45,91122
70817,Female,61,96141
70818,Male,36,74359
70819,Male,45,98757
70820,Female,54,101630
70821,Male,54,101532
70822,Female,38,85522
70823,Male,51,96888
70824,Female,59,85418
70825,Male,46,91071
70826,Male,62,100252
70827,Female,59,86451
70828,Female,60,81982
70829,Female,41,90323
70830,Female,62,99222
70831,Female,59,97794
70832,Female,64,107838
70833,Female,42,93101
70834,Female,54,71961
70835,Female,61,113932
70836,Female,59,82925
70837,Male,33,110786
70838,Male,39,94321
70839,Female,56,92009
70840,Male,54,104008
70841,Female,57,96229
70842,Male,50,109044
70843,Female,38,92649
70844,Male,40,108488
70845,Female,58,78246
70846,Female,30,86227
70847,Male,28,98353
70848,Male,30,98567
70849,Male,53,106172
70850,Male,54,100376
70851,Female,44,94009
70852,Female,55,82821
70853,Female,30,93566
70854,Male,37,109305
70855,Male,59,115796
70856,Female,32,82968
70857,Female,30,94674
70858,Male,45,101432
70859,Male,59,80950
70860,Male,45,92842
70861,Male,45,101329
70862,Male,35,98175
70863,Female,38,78270
70864,Female,57,94168
70865,Male,54,111631
70866,Female,42,78662
70867,Male,64,98722
70868,Male,57,109431
70869,Female,31,91280
70870,Female,53,90354
70871,Female,55,96515
70872,Female,30,88654
70873,Female,38,90059
70874,Female,49,77235
70875,Male,46,116575
70876,Female,48,92855
70877,Male,47,104238
70878,Female,53,91696
70879,Male,50,104679
70880,Female,56,97731
70881,Male,43,92279
70882,Female,61,79893
70883,Female,45,96479
70884,Male,40,113475
70885,Female,33,83253
70886,Male,59,107502
70887,Male,46,109422
70888,Male,63,84477
70889,Female,47,86535
70890,Male,39,108855
70891,Female,40,96373
70892,Male,27,99267
70893,Male,64,99714
70894,Female,31,80136
70895,Male,59,110178
70896,Male,42,80914
70897,Male,32,95764
70898,Male,63,103766
70899,Male,54,114935
70900,Male,57,98728
70901,Female,35,74554
70902,Male,44,111653
70903,Female,39,81767
70904,Female,55,96286
70905,Female,30,87627
70906,Male,54,78205
70907,Female,28,95637
70908,Male,44,94897
70909,Male,48,106717
70910,Male,47,119509
70911,Male,54,104281
70912,Male,48,128976
70913,Female,25,74379
70914,Male,62,105632
70915,Male,49,109826
70916,Male,64,97258
70917,Male,56,95787
70918,Female,53,80528
70919,Female,51,85406
70920,Female,35,87031
70921,Female,55,86109
70922,Male,62,108165
70923,Male,63,101922
70924,Male,58,102723
70925,Female,37,105795
70926,Male,64,92106
70927,Female,33,79440
70928,Male,63,90260
70929,Male,28,105252
70930,Female,29,104190
70931,Female,26,114511
70932,Female,50,82030
70933,Male,51,98726
70934,Male,51,100967
70935,Male,37,104010
70936,Female,53,85445
70937,Female,42,72827
70938,Male,52,93156
70939,Female,31,96477
70940,Male,43,96083
70941,Female,53,80963
70942,Male,31,104736
70943,Male,44,85045
70944,Female,54,78762
70945,Female,28,81151
70946,Male,45,97620
70947,Male,62,123153
70948,Male,33,97248
70949,Male,58,86328
70950,Male,38,94311
70951,Male,59,93188
70952,Male,39,117660
70953,Male,60,89372
70954,Male,44,107382
70955,Female,29,97281
70956,Female,47,112890
70957,Female,62,102764
70958,Female,29,104175
70959,Female,51,93808
70960,Female,40,81811
70961,Female,45,81782
70962,Male,40,102686
70963,Male,30,104200
70964,Male,49,97356
70965,Female,36,88819
70966,Female,32,79438
70967,Female,35,86164
70968,Male,29,96078
70969,Male,50,100921
70970,Male,25,100256
70971,Female,30,85564
70972,Male,30,110197
70973,Male,26,99405
70974,Male,48,96298
70975,Male,26,101470
70976,Female,32,94695
70977,Male,34,98641
70978,Male,31,100857
70979,Female,54,93364
70980,Male,63,98137
70981,Female,57,86749
70982,Male,36,105815
70983,Female,45,86215
70984,Male,25,111336
70985,Female,27,92970
70986,Female,44,95575
70987,Female,57,88276
70988,Female,59,92046
70989,Female,51,85967
70990,Female,40,77295
70991,Female,58,102258
70992,Male,58,88814
70993,Male,28,117561
70994,Female,25,102368
70995,Female,55,94435
70996,Male,54,92704
70997,Male,32,108164
70998,Female,32,84532
70999,Male,38,126177
71000,Female,35,119310
71001,Male,39,94156
71002,Female,51,83310
71003,Female,30,79022
71004,Male,59,86988
71005,Male,54,91472
71006,Male,33,97636
71007,Female,37,96549
71008,Female,33,99493
71009,Female,39,93552
71010,Female,56,108612
71011,Female,29,95966
71012,Female,59,97320
71013,Female,57,92433
71014,Male,54,119298
71015,Female,54,81199
71016,Female,58,75933
71017,Male,54,92670
71018,Male,60,117133
71019,Female,52,94907
71020,Female,52,88084
71021,Female,34,84150
71022,Female,31,81834
71023,Female,55,84507
71024,Male,54,97822
71025,Male,52,105715
71026,Female,36,101891
71027,Male,58,98857
71028,Female,28,76654
71029,Male,32,123776
71030,Female,54,101577
71031,Female,44,81284
71032,Male,35,101199
71033,Male,57,103473
71034,Male,32,107800
71035,Male,46,98328
71036,Female,55,99341
71037,Male,33,109160
71038,Male,63,115337
71039,Female,41,97923
71040,Female,57,88612
71041,Female,55,85326
71042,Female,42,84698
71043,Female,36,95081
71044,Male,58,104817
71045,Female,34,84838
71046,Female,36,90678
71047,Male,27,102980
71048,Female,47,109313
71049,Female,53,93011
71050,Female,29,85667
71051,Male,56,84296
71052,Male,34,95520
71053,Female,58,89283
71054,Male,53,101111
71055,Male,29,114431
71056,Male,26,87238
71057,Male,56,76501
71058,Male,36,84893
71059,Female,29,93345
71060,Male,51,110393
71061,Male,52,102586
71062,Female,29,92661
71063,Male,52,99451
71064,Female,46,94650
71065,Female,46,91880
71066,Male,60,113473
71067,Male,57,104823
71068,Male,53,72797
71069,Male,64,90907
71070,Male,40,123066
71071,Female,59,88848
71072,Male,58,94963
71073,Female,52,93583
71074,Female,52,82719
71075,Female,34,98071
71076,Male,65,85239
71077,Female,40,103379
71078,Male,47,80932
71079,Male,37,76943
71080,Male,51,119928
71081,Male,34,102920
71082,Male,47,91864
71083,Male,32,101012
71084,Male,37,104801
71085,Male,64,89355
71086,Male,41,108959
71087,Male,50,103763
71088,Male,57,98444
71089,Male,49,101962
71090,Female,54,94763
71091,Male,50,106722
71092,Male,47,114011
71093,Male,46,107932
71094,Male,38,100246
71095,Female,43,93701
71096,Female,49,82994
71097,Male,33,100070
71098,Female,29,82755
71099,Female,62,85716
71100,Male,59,93302
71101,Female,59,85554
71102,Female,65,80116
71103,Female,59,79950
71104,Male,38,100930
71105,Male,48,110720
71106,Male,52,74236
71107,Male,47,108550
71108,Male,37,98169
71109,Female,53,94853
71110,Female,65,101408
71111,Male,49,94291
71112,Male,27,116165
71113,Female,50,91379
71114,Female,42,95574
71115,Male,63,120333
71116,Male,39,103212
71117,Female,62,82915
71118,Male,56,88526
71119,Female,29,98009
71120,Female,49,112032
71121,Male,60,89755
71122,Male,43,98098
71123,Female,52,85230
71124,Male,30,93876
71125,Male,56,100644
71126,Female,53,80272
71127,Male,42,83685
71128,Female,27,96340
71129,Male,59,99104
71130,Male,36,118651
71131,Male,44,92704
71132,Male,27,88501
71133,Male,57,92511
71134,Male,44,101105
71135,Male,29,95077
71136,Female,48,97609
71137,Female,46,105361
71138,Male,47,98048
71139,Male,30,89459
71140,Female,51,79400
71141,Male,30,92926
71142,Male,32,91041
71143,Male,58,96924
71144,Male,49,110987
71145,Male,51,101995
71146,Female,37,108338
71147,Male,34,108038
71148,Male,57,97345
71149,Female,47,91001
71150,Female,53,88819
71151,Female,37,96470
71152,Male,27,94822
71153,Female,49,95563
71154,Female,53,103796
71155,Male,36,97056
71156,Male,27,108357
71157,Female,62,86693
71158,Male,52,97295
71159,Male,53,101528
71160,Female,57,78462
71161,Female,64,99320
71162,Male,49,106969
71163,Male,31,83454
71164,Female,48,75787
71165,Male,58,98027
71166,Male,27,106460
71167,Female,39,83106
71168,Male,49,91157
71169,Male,54,109375
71170,Female,54,73743
71171,Female,29,92843
71172,Female,52,92757
71173,Male,50,109063
71174,Female,50,80140
71175,Male,32,100323
71176,Male,44,95208
71177,Female,53,80386
71178,Female,42,97381
71179,Female,32,64129
71180,Male,35,116824
71181,Male,45,108859
71182,Male,59,107798
71183,Female,28,79964
71184,Female,44,79726
71185,Female,54,71546
71186,Female,35,90221
71187,Female,58,86195
71188,Female,38,76844
71189,Male,48,92755
71190,Male,30,87612
71191,Female,54,83977
71192,Female,47,81185
71193,Male,45,106441
71194,Female,43,98045
71195,Male,38,88968
71196,Male,45,82511
71197,Male,26,114360
71198,Male,25,90055
71199,Female,51,90275
71200,Female,40,78784
71201,Female,43,83402
71202,Female,63,89762
71203,Male,62,100191
71204,Female,27,85292
71205,Male,43,115217
71206,Female,42,103389
71207,Male,33,94938
71208,Female,55,94117
71209,Female,63,106044
71210,Female,26,102162
71211,Male,57,120618
71212,Female,54,93915
71213,Male,48,103643
71214,Male,28,110565
71215,Female,60,85963
71216,Female,61,86518
71217,Male,46,86061
71218,Male,57,107282
71219,Male,51,107253
71220,Female,45,105388
71221,Male,37,105440
71222,Male,49,91463
71223,Female,32,83366
71224,Female,51,85602
71225,Female,27,78969
71226,Male,65,108541
71227,Male,34,99203
71228,Female,38,92595
71229,Male,36,100104
71230,Female,60,102934
71231,Female,29,82965
71232,Female,59,93709
71233,Male,29,87071
71234,Female,62,98360
71235,Female,39,91078
71236,Male,63,86075
71237,Female,65,84250
71238,Male,53,85454
71239,Male,36,102979
71240,Male,47,115940
71241,Male,42,90475
71242,Female,46,81839
71243,Female,45,98946
71244,Female,30,77574
71245,Male,45,109739
71246,Male,54,101582
71247,Female,47,82405
71248,Female,30,89837
71249,Male,36,99722
71250,Male,34,94588
71251,Male,26,106962
71252,Female,31,86730
71253,Female,50,87756
71254,Female,52,84200
71255,Female,26,71158
71256,Male,61,93720
71257,Female,58,70198
71258,Male,59,121117
71259,Female,29,100540
71260,Male,63,84464
71261,Male,35,88800
71262,Male,55,93304
71263,Male,49,104463
71264,Male,39,99102
71265,Male,34,95120
71266,Male,53,103640
71267,Female,31,88729
71268,Female,26,85462
71269,Female,36,75657
71270,Female,63,100238
71271,Male,63,105105
71272,Female,27,105407
71273,Female,28,82533
71274,Female,63,84739
71275,Male,33,106422
71276,Male,49,89901
71277,Female,28,92515
71278,Female,49,67259
71279,Female,39,94869
71280,Female,62,106922
71281,Male,34,111886
71282,Male,30,115934
71283,Female,63,101559
71284,Male,62,100972
71285,Female,48,99968
71286,Female,31,96593
71287,Male,50,107921
71288,Female,65,83483
71289,Male,57,88205
71290,Male,62,108210
71291,Female,50,85240
71292,Female,48,88519
71293,Female,53,101956
71294,Female,45,76721
71295,Female,47,85182
71296,Male,60,84132
71297,Female,31,102891
71298,Female,29,76185
71299,Male,60,107671
71300,Female,33,93393
71301,Female,30,77471
71302,Female,48,94450
71303,Male,55,105305
71304,Female,54,84063
71305,Male,53,93986
71306,Female,56,94948
71307,Female,44,92744
71308,Female,64,89025
71309,Male,37,100066
71310,Male,59,106133
71311,Male,42,106509
71312,Male,64,89591
71313,Female,46,87624
71314,Female,43,102443
71315,Female,33,74358
71316,Male,60,109855
71317,Female,58,110996
71318,Male,44,96779
71319,Female,51,78163
71320,Male,40,111508
71321,Male,36,103734
71322,Female,32,95848
71323,Female,41,89134
71324,Male,52,98715
71325,Female,39,78888
71326,Female,54,103149
71327,Male,31,103180
71328,Female,59,92532
71329,Male,29,105645
71330,Female,54,83752
71331,Female,55,92640
71332,Male,63,88905
71333,Female,45,113667
71334,Female,29,77509
71335,Female,44,93651
71336,Male,59,109749
71337,Male,26,91302
71338,Male,28,91515
71339,Female,28,98782
71340,Female,34,96875
71341,Female,32,84492
71342,Female,55,78015
71343,Female,26,65781
71344,Female,64,100783
71345,Male,59,86003
71346,Male,30,119013
71347,Female,54,83967
71348,Male,45,93376
71349,Female,61,102684
71350,Female,29,93936
71351,Male,38,110698
71352,Male,31,85542
71353,Male,63,92168
71354,Female,47,95623
71355,Male,51,92117
71356,Male,60,102890
71357,Female,61,79505
71358,Female,36,79642
71359,Male,30,105191
71360,Male,46,100591
71361,Male,43,97450
71362,Female,57,113715
71363,Male,41,115202
71364,Female,36,78781
71365,Male,27,96285
71366,Male,35,87549
71367,Female,48,97569
71368,Male,31,99842
71369,Male,46,100879
71370,Female,64,81007
71371,Female,35,96804
71372,Female,52,82850
71373,Female,42,89033
71374,Male,52,101278
71375,Male,41,114257
71376,Male,46,114747
71377,Male,31,120730
71378,Female,42,100757
71379,Female,56,75477
71380,Female,53,85460
71381,Female,45,87753
71382,Female,47,102769
71383,Male,31,105837
71384,Male,55,105013
71385,Female,64,98739
71386,Female,51,83297
71387,Male,55,97900
71388,Female,55,83219
71389,Female,65,79051
71390,Male,62,95616
71391,Female,37,92820
71392,Female,31,82564
71393,Male,36,104060
71394,Female,50,94800
71395,Female,54,82852
71396,Male,46,84444
71397,Female,52,97193
71398,Male,39,105516
71399,Male,61,93726
71400,Male,43,106452
71401,Female,45,88928
71402,Female,53,82364
71403,Male,34,112731
71404,Female,34,112180
71405,Female,45,77969
71406,Female,60,77016
71407,Male,59,99465
71408,Male,40,106170
71409,Female,59,77758
71410,Male,64,101277
71411,Female,26,84570
71412,Female,63,97081
71413,Male,45,102185
71414,Male,58,97697
71415,Male,43,98991
71416,Female,63,80638
71417,Male,53,114427
71418,Male,33,80001
71419,Male,28,86971
71420,Female,50,85284
71421,Female,50,101929
71422,Male,42,99151
71423,Male,32,104658
71424,Male,36,88461
71425,Male,62,68313
71426,Female,57,85723
71427,Female,63,93808
71428,Male,53,108206
71429,Female,49,93607
71430,Male,29,116782
71431,Male,46,98819
71432,Male,54,113371
71433,Female,30,79673
71434,Male,46,103383
71435,Female,26,73792
71436,Female,45,105522
71437,Female,32,83997
71438,Female,39,95839
71439,Male,30,83612
71440,Female,55,89949
71441,Female,47,95611
71442,Female,64,86973
71443,Male,49,117756
71444,Male,27,89781
71445,Male,40,99082
71446,Male,56,107408
71447,Male,64,100565
71448,Male,53,111811
71449,Male,28,106160
71450,Male,30,101505
71451,Female,43,98785
71452,Male,54,85772
71453,Male,31,99882
71454,Female,55,89613
71455,Female,29,84266
71456,Female,52,83635
71457,Female,51,100515
71458,Male,64,103334
71459,Female,43,77430
71460,Female,31,102360
71461,Male,38,88269
71462,Male,59,100694
71463,Female,38,65631
71464,Female,52,87173
71465,Female,37,94127
71466,Male,32,110895
71467,Male,57,89251
71468,Female,54,93077
71469,Female,37,93053
71470,Female,52,95063
71471,Male,35,95229
71472,Female,56,90099
71473,Male,45,102863
71474,Female,38,93942
71475,Female,39,78880
71476,Female,42,78290
71477,Female,36,96002
71478,Male,52,105121
71479,Male,36,92995
71480,Male,25,103690
71481,Female,34,89768
71482,Male,62,100122
71483,Male,49,117348
71484,Male,29,95387
71485,Male,47,84307
71486,Female,49,90037
71487,Male,56,113848
71488,Female,47,96640
71489,Male,58,83124
71490,Male,54,89842
71491,Female,52,76253
71492,Female,47,85964
71493,Male,31,95625
71494,Male,34,117655
71495,Male,52,93778
71496,Male,35,92607
71497,Female,41,94689
71498,Female,46,100830
71499,Female,57,79339
71500,Male,33,83832
71501,Male,32,112200
71502,Female,36,74805
71503,Male,46,91094
71504,Male,30,99156
71505,Male,30,87750
71506,Male,50,90004
71507,Female,29,95459
71508,Male,59,91806
71509,Male,27,103887
71510,Male,59,105446
71511,Male,54,104300
71512,Female,29,80727
71513,Male,55,83309
71514,Female,65,76720
71515,Male,26,101402
71516,Male,32,110985
71517,Male,33,79397
71518,Male,27,94634
71519,Female,55,83314
